Wing name,Genotype,Intervein area_1,Intervein area_2,Intervein area_3,Intervein area_4,Intervein area_5,Intervein area_6,Intervein area_7,Intervein area_8,Intervein area_9,Intervein area_10,Intervein trichome count_1,Intervein trichome count_2,Intervein trichome count_3,Intervein trichome count_4,Intervein trichome count_5,Intervein trichome count_6,Intervein trichome count_7,Intervein trichome count_8,Intervein trichome count_9,Intervein trichome count_10,Total wing area,Total trichome density,AP axis,PD axis,d(L3-L4)
samw_F_L_oly_4X_56,1,0.216092,0.372252,0.02744,0.41684,0.116824,0.462356,0.5224,0,0,0,1007,1934,151,2198,613,2617,2900,0,0,0,2.378904,5350.941147,1.232551824,2.126590699,0.266660833
samw_F_L_oly_4X_57,1,0.211612,0.379936,0.0241,0.43808,0.11876,0.476308,0.5182,0,0,0,992,1993,135,2305,626,2628,2825,0,0,0,2.413288,5308.731534,1.257584987,2.138445463,0.270007407
samw_F_L_oly_4X_58,1,0.222332,0.372824,0.025976,0.419296,0.132336,0.465288,0.547908,0,0,0,1047,1964,153,2264,713,2613,3076,0,0,0,2.4311,5411.809914,1.266105841,2.122559304,0.258154992
samw_F_L_oly_4X_59,1,0.208472,0.363656,0.025388,0.409496,0.117796,0.439888,0.521632,0,0,0,950,1914,132,2035,611,2408,2933,0,0,0,2.339556,5264.272924,1.219509738,2.124245278,0.258503385
samw_F_L_oly_4X_60,1,0.187664,0.336524,0.021868,0.377736,0.100476,0.416576,0.446064,0,0,0,903,1747,123,2076,526,2336,2546,0,0,0,2.110812,5435.877107,1.181988156,1.990369312,0.248965861
samw_F_L_oly_4X_61,1,0.186856,0.340336,0.0236,0.37424,0.100012,0.401376,0.441172,0,0,0,905,1845,138,2086,538,2344,2529,0,0,0,2.109524,5560.63637,1.171723517,2.018060951,0.261090023
samw_F_L_oly_4X_62,1,0.204196,0.354304,0.025036,0.395064,0.10946,0.426004,0.489448,0,0,0,957,1869,132,2087,585,2547,2772,0,0,0,2.23628,5464.903629,1.193170566,2.061848928,0.25225384
samw_F_L_oly_4X_64,1,0.235032,0.387968,0.03098,0.431652,0.122384,0.475576,0.543108,0,0,0,1089,2007,170,2286,647,2632,3070,0,0,0,2.482948,5344.680469,1.266909626,2.154240702,0.250319795
samw_F_L_oly_4X_67,1,0.213796,0.359024,0.024828,0.404864,0.117232,0.443376,0.50214,0,0,0,1075,1974,143,2224,610,2550,2858,0,0,0,2.306156,5536.348934,1.233661218,2.114507271,0.239733185
samw_F_L_oly_4X_68,1,0.214076,0.370948,0.02416,0.41446,0.122048,0.46326,0.501756,0,0,0,1000,1978,124,2290,654,2645,2839,0,0,0,2.348872,5462.622021,1.24106406,2.133813956,0.246260025
samw_F_L_oly_4X_69,1,0.2208,0.377576,0.024876,0.42044,0.124508,0.474924,0.541332,0,0,0,1030,1941,129,2190,644,2639,2943,0,0,0,2.44388,5271.793069,1.259768233,2.166449861,0.262366156
samw_F_L_oly_4X_78,1,0.220132,0.363188,0.027216,0.414788,0.118168,0.463828,0.51004,0,0,0,1009,1827,139,2165,594,2464,2822,0,0,0,2.361532,5204.594401,1.243083264,2.118180351,0.262206026
samw_F_L_oly_4X_79,1,0.227552,0.387176,0.029556,0.422508,0.124108,0.475196,0.517568,0,0,0,1009,1956,147,2194,610,2481,2751,0,0,0,2.444008,5105.181017,1.274715655,2.162811596,0.257029181
samw_F_L_oly_4X_80,1,0.220924,0.380724,0.0273,0.424408,0.124808,0.47472,0.533116,0,0,0,1032,2031,144,2223,640,2626,3023,0,0,0,2.428868,5360.933211,1.24890512,2.14248944,0.254636997
samw_F_L_oly_4X_81,1,0.159116,0.304804,0.020028,0.335872,0.08706,0.3736,0.37916,0,0,0,763,1668,118,1867,489,2172,2166,0,0,0,1.879612,5569.280085,1.098313252,1.889562119,0.246130047
samw_F_L_oly_4X_82,1,0.217056,0.378584,0.027824,0.421548,0.124376,0.459808,0.541348,0,0,0,972,1964,160,2270,651,2684,3050,0,0,0,2.414236,5413.850168,1.238568529,2.131142651,0.249230817
samw_F_L_oly_4X_84,1,0.210872,0.372928,0.025508,0.408684,0.118232,0.448964,0.523572,0,0,0,988,1927,134,2116,607,2448,3043,0,0,0,2.354548,5341.05351,1.232366829,2.108273464,0.253692728
samw_F_L_oly_4X_85,1,0.14572,0.271648,0.017864,0.300096,0.07924,0.330652,0.35082,0,0,0,692,1467,105,1681,435,1953,2065,0,0,0,1.706804,5613.48627,1.040148066,1.787251801,0.230763949
samw_F_L_oly_4X_86,1,0.17466,0.320412,0.020964,0.347644,0.09368,0.379704,0.396284,0,0,0,851,1728,124,1926,532,2236,2323,0,0,0,1.953732,5607.644858,1.139097889,1.917761716,0.251602862
samw_F_L_oly_4X_87,1,0.227,0.378532,0.027404,0.42358,0.120328,0.457604,0.536216,0,0,0,1048,2001,143,2247,624,2528,3039,0,0,0,2.416092,5357.807565,1.250921261,2.136298902,0.254275441
samw_F_L_oly_4X_88,1,0.190564,0.341988,0.02118,0.382472,0.101656,0.42936,0.452304,0,0,0,913,1865,123,2138,579,2580,2668,0,0,0,2.153772,5660.778401,1.196528311,2.013993297,0.243261177
samw_F_L_oly_4X_89,1,0.202472,0.309824,0.048816,0.393232,0.111972,0.434324,0.47822,0,0,0,942,1661,238,2130,596,2509,2640,0,0,0,2.241032,5415.239077,1.22196563,1.637293498,0.253250864
samw_F_L_oly_4X_90,1,0.183548,0.319636,0.022196,0.356572,0.09752,0.392092,0.429868,0,0,0,886,1685,124,1958,544,2273,2569,0,0,0,2.031872,5572.788759,1.150432962,1.953865144,0.250319795
samw_F_L_oly_4X_92,1,0.1843,0.322304,0.02266,0.367324,0.095896,0.397548,0.435952,0,0,0,875,1764,135,2032,524,2349,2549,0,0,0,2.040228,5601.363429,1.160491275,1.972796239,0.242668498
samw_F_L_oly_4X_93,1,0.205536,0.358976,0.025232,0.39082,0.11474,0.44208,0.491748,0,0,0,974,1982,146,2158,614,2604,2892,0,0,0,2.25806,5603.38115,1.208691855,2.063386779,0.255068618
samw_F_L_oly_4X_94,1,0.219668,0.370056,0.025596,0.411916,0.118556,0.447608,0.519956,0,0,0,1001,1974,143,2159,647,2573,2989,0,0,0,2.351472,5434.95748,1.221255092,2.071410148,0.256780062
samw_F_L_oly_4X_95,1,0.205828,0.364008,0.025584,0.406432,0.117856,0.429728,0.488712,0,0,0,971,1951,157,2204,646,2494,2825,0,0,0,2.275976,5518.735636,1.216713606,2.080907735,0.264847126
